image_id,split,image_souce_url,label_source_url,tiff_image_path,tif_label_path,png_image_path,png_label_path
10228765_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10228765_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10228765_15.tif,tiff/train/10228765_15.tiff,tiff/train_labels/10228765_15.tif,png/train/10228765_15.png,png/train_labels/10228765_15.png
10228780_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10228780_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10228780_15.tif,tiff/train/10228780_15.tiff,tiff/train_labels/10228780_15.tif,png/train/10228780_15.png,png/train_labels/10228780_15.png
10228795_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10228795_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10228795_15.tif,tiff/train/10228795_15.tiff,tiff/train_labels/10228795_15.tif,png/train/10228795_15.png,png/train_labels/10228795_15.png
10378660_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378660_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378660_15.tif,tiff/train/10378660_15.tiff,tiff/train_labels/10378660_15.tif,png/train/10378660_15.png,png/train_labels/10378660_15.png
10378675_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378675_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378675_15.tif,tiff/train/10378675_15.tiff,tiff/train_labels/10378675_15.tif,png/train/10378675_15.png,png/train_labels/10378675_15.png
10378690_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378690_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378690_15.tif,tiff/train/10378690_15.tiff,tiff/train_labels/10378690_15.tif,png/train/10378690_15.png,png/train_labels/10378690_15.png
10378705_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378705_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378705_15.tif,tiff/train/10378705_15.tiff,tiff/train_labels/10378705_15.tif,png/train/10378705_15.png,png/train_labels/10378705_15.png
10378720_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378720_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378720_15.tif,tiff/train/10378720_15.tiff,tiff/train_labels/10378720_15.tif,png/train/10378720_15.png,png/train_labels/10378720_15.png
10378735_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378735_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378735_15.tif,tiff/train/10378735_15.tiff,tiff/train_labels/10378735_15.tif,png/train/10378735_15.png,png/train_labels/10378735_15.png
10378750_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378750_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378750_15.tif,tiff/train/10378750_15.tiff,tiff/train_labels/10378750_15.tif,png/train/10378750_15.png,png/train_labels/10378750_15.png
10378765_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378765_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378765_15.tif,tiff/train/10378765_15.tiff,tiff/train_labels/10378765_15.tif,png/train/10378765_15.png,png/train_labels/10378765_15.png
10378795_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10378795_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10378795_15.tif,tiff/train/10378795_15.tiff,tiff/train_labels/10378795_15.tif,png/train/10378795_15.png,png/train_labels/10378795_15.png
10528660_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528660_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528660_15.tif,tiff/train/10528660_15.tiff,tiff/train_labels/10528660_15.tif,png/train/10528660_15.png,png/train_labels/10528660_15.png
10528675_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528675_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528675_15.tif,tiff/train/10528675_15.tiff,tiff/train_labels/10528675_15.tif,png/train/10528675_15.png,png/train_labels/10528675_15.png
10528690_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528690_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528690_15.tif,tiff/train/10528690_15.tiff,tiff/train_labels/10528690_15.tif,png/train/10528690_15.png,png/train_labels/10528690_15.png
10528705_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528705_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528705_15.tif,tiff/train/10528705_15.tiff,tiff/train_labels/10528705_15.tif,png/train/10528705_15.png,png/train_labels/10528705_15.png
10528720_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528720_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528720_15.tif,tiff/train/10528720_15.tiff,tiff/train_labels/10528720_15.tif,png/train/10528720_15.png,png/train_labels/10528720_15.png
10528735_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528735_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528735_15.tif,tiff/train/10528735_15.tiff,tiff/train_labels/10528735_15.tif,png/train/10528735_15.png,png/train_labels/10528735_15.png
10528750_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528750_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528750_15.tif,tiff/train/10528750_15.tiff,tiff/train_labels/10528750_15.tif,png/train/10528750_15.png,png/train_labels/10528750_15.png
10528765_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528765_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528765_15.tif,tiff/train/10528765_15.tiff,tiff/train_labels/10528765_15.tif,png/train/10528765_15.png,png/train_labels/10528765_15.png
10528780_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528780_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528780_15.tif,tiff/train/10528780_15.tiff,tiff/train_labels/10528780_15.tif,png/train/10528780_15.png,png/train_labels/10528780_15.png
10528795_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10528795_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10528795_15.tif,tiff/train/10528795_15.tiff,tiff/train_labels/10528795_15.tif,png/train/10528795_15.png,png/train_labels/10528795_15.png
10678660_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678660_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678660_15.tif,tiff/train/10678660_15.tiff,tiff/train_labels/10678660_15.tif,png/train/10678660_15.png,png/train_labels/10678660_15.png
10678675_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678675_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678675_15.tif,tiff/train/10678675_15.tiff,tiff/train_labels/10678675_15.tif,png/train/10678675_15.png,png/train_labels/10678675_15.png
10678690_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678690_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678690_15.tif,tiff/train/10678690_15.tiff,tiff/train_labels/10678690_15.tif,png/train/10678690_15.png,png/train_labels/10678690_15.png
10678705_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678705_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678705_15.tif,tiff/train/10678705_15.tiff,tiff/train_labels/10678705_15.tif,png/train/10678705_15.png,png/train_labels/10678705_15.png
10678720_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678720_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678720_15.tif,tiff/train/10678720_15.tiff,tiff/train_labels/10678720_15.tif,png/train/10678720_15.png,png/train_labels/10678720_15.png
10678735_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678735_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678735_15.tif,tiff/train/10678735_15.tiff,tiff/train_labels/10678735_15.tif,png/train/10678735_15.png,png/train_labels/10678735_15.png
10678750_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678750_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678750_15.tif,tiff/train/10678750_15.tiff,tiff/train_labels/10678750_15.tif,png/train/10678750_15.png,png/train_labels/10678750_15.png
10678765_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678765_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678765_15.tif,tiff/train/10678765_15.tiff,tiff/train_labels/10678765_15.tif,png/train/10678765_15.png,png/train_labels/10678765_15.png
10678780_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678780_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678780_15.tif,tiff/train/10678780_15.tiff,tiff/train_labels/10678780_15.tif,png/train/10678780_15.png,png/train_labels/10678780_15.png
10678795_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678795_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678795_15.tif,tiff/train/10678795_15.tiff,tiff/train_labels/10678795_15.tif,png/train/10678795_15.png,png/train_labels/10678795_15.png
10678810_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678810_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678810_15.tif,tiff/train/10678810_15.tiff,tiff/train_labels/10678810_15.tif,png/train/10678810_15.png,png/train_labels/10678810_15.png
10678825_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678825_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678825_15.tif,tiff/train/10678825_15.tiff,tiff/train_labels/10678825_15.tif,png/train/10678825_15.png,png/train_labels/10678825_15.png
10678870_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678870_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678870_15.tif,tiff/train/10678870_15.tiff,tiff/train_labels/10678870_15.tif,png/train/10678870_15.png,png/train_labels/10678870_15.png
10678885_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10678885_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10678885_15.tif,tiff/train/10678885_15.tiff,tiff/train_labels/10678885_15.tif,png/train/10678885_15.png,png/train_labels/10678885_15.png
10828645_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828645_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828645_15.tif,tiff/train/10828645_15.tiff,tiff/train_labels/10828645_15.tif,png/train/10828645_15.png,png/train_labels/10828645_15.png
10828660_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828660_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828660_15.tif,tiff/train/10828660_15.tiff,tiff/train_labels/10828660_15.tif,png/train/10828660_15.png,png/train_labels/10828660_15.png
10828675_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828675_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828675_15.tif,tiff/train/10828675_15.tiff,tiff/train_labels/10828675_15.tif,png/train/10828675_15.png,png/train_labels/10828675_15.png
10828690_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828690_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828690_15.tif,tiff/train/10828690_15.tiff,tiff/train_labels/10828690_15.tif,png/train/10828690_15.png,png/train_labels/10828690_15.png
10828705_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828705_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828705_15.tif,tiff/train/10828705_15.tiff,tiff/train_labels/10828705_15.tif,png/train/10828705_15.png,png/train_labels/10828705_15.png
10828735_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828735_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828735_15.tif,tiff/train/10828735_15.tiff,tiff/train_labels/10828735_15.tif,png/train/10828735_15.png,png/train_labels/10828735_15.png
10828750_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828750_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828750_15.tif,tiff/train/10828750_15.tiff,tiff/train_labels/10828750_15.tif,png/train/10828750_15.png,png/train_labels/10828750_15.png
10828765_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828765_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828765_15.tif,tiff/train/10828765_15.tiff,tiff/train_labels/10828765_15.tif,png/train/10828765_15.png,png/train_labels/10828765_15.png
10828780_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828780_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828780_15.tif,tiff/train/10828780_15.tiff,tiff/train_labels/10828780_15.tif,png/train/10828780_15.png,png/train_labels/10828780_15.png
10828795_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828795_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828795_15.tif,tiff/train/10828795_15.tiff,tiff/train_labels/10828795_15.tif,png/train/10828795_15.png,png/train_labels/10828795_15.png
10828810_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828810_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828810_15.tif,tiff/train/10828810_15.tiff,tiff/train_labels/10828810_15.tif,png/train/10828810_15.png,png/train_labels/10828810_15.png
10828825_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828825_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828825_15.tif,tiff/train/10828825_15.tiff,tiff/train_labels/10828825_15.tif,png/train/10828825_15.png,png/train_labels/10828825_15.png
10828855_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828855_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828855_15.tif,tiff/train/10828855_15.tiff,tiff/train_labels/10828855_15.tif,png/train/10828855_15.png,png/train_labels/10828855_15.png
10828870_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828870_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828870_15.tif,tiff/train/10828870_15.tiff,tiff/train_labels/10828870_15.tif,png/train/10828870_15.png,png/train_labels/10828870_15.png
10828900_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10828900_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10828900_15.tif,tiff/train/10828900_15.tiff,tiff/train_labels/10828900_15.tif,png/train/10828900_15.png,png/train_labels/10828900_15.png
10978645_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978645_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978645_15.tif,tiff/train/10978645_15.tiff,tiff/train_labels/10978645_15.tif,png/train/10978645_15.png,png/train_labels/10978645_15.png
10978660_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978660_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978660_15.tif,tiff/train/10978660_15.tiff,tiff/train_labels/10978660_15.tif,png/train/10978660_15.png,png/train_labels/10978660_15.png
10978675_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978675_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978675_15.tif,tiff/train/10978675_15.tiff,tiff/train_labels/10978675_15.tif,png/train/10978675_15.png,png/train_labels/10978675_15.png
10978690_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978690_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978690_15.tif,tiff/train/10978690_15.tiff,tiff/train_labels/10978690_15.tif,png/train/10978690_15.png,png/train_labels/10978690_15.png
10978705_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978705_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978705_15.tif,tiff/train/10978705_15.tiff,tiff/train_labels/10978705_15.tif,png/train/10978705_15.png,png/train_labels/10978705_15.png
10978720_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978720_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978720_15.tif,tiff/train/10978720_15.tiff,tiff/train_labels/10978720_15.tif,png/train/10978720_15.png,png/train_labels/10978720_15.png
10978750_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978750_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978750_15.tif,tiff/train/10978750_15.tiff,tiff/train_labels/10978750_15.tif,png/train/10978750_15.png,png/train_labels/10978750_15.png
10978765_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978765_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978765_15.tif,tiff/train/10978765_15.tiff,tiff/train_labels/10978765_15.tif,png/train/10978765_15.png,png/train_labels/10978765_15.png
10978780_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978780_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978780_15.tif,tiff/train/10978780_15.tiff,tiff/train_labels/10978780_15.tif,png/train/10978780_15.png,png/train_labels/10978780_15.png
10978810_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978810_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978810_15.tif,tiff/train/10978810_15.tiff,tiff/train_labels/10978810_15.tif,png/train/10978810_15.png,png/train_labels/10978810_15.png
10978825_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978825_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978825_15.tif,tiff/train/10978825_15.tiff,tiff/train_labels/10978825_15.tif,png/train/10978825_15.png,png/train_labels/10978825_15.png
10978840_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978840_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978840_15.tif,tiff/train/10978840_15.tiff,tiff/train_labels/10978840_15.tif,png/train/10978840_15.png,png/train_labels/10978840_15.png
10978855_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978855_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978855_15.tif,tiff/train/10978855_15.tiff,tiff/train_labels/10978855_15.tif,png/train/10978855_15.png,png/train_labels/10978855_15.png
10978870_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978870_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978870_15.tif,tiff/train/10978870_15.tiff,tiff/train_labels/10978870_15.tif,png/train/10978870_15.png,png/train_labels/10978870_15.png
10978885_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978885_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978885_15.tif,tiff/train/10978885_15.tiff,tiff/train_labels/10978885_15.tif,png/train/10978885_15.png,png/train_labels/10978885_15.png
10978900_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978900_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978900_15.tif,tiff/train/10978900_15.tiff,tiff/train_labels/10978900_15.tif,png/train/10978900_15.png,png/train_labels/10978900_15.png
10978915_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978915_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978915_15.tif,tiff/train/10978915_15.tiff,tiff/train_labels/10978915_15.tif,png/train/10978915_15.png,png/train_labels/10978915_15.png
10978930_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978930_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978930_15.tif,tiff/train/10978930_15.tiff,tiff/train_labels/10978930_15.tif,png/train/10978930_15.png,png/train_labels/10978930_15.png
10978945_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/10978945_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/10978945_15.tif,tiff/train/10978945_15.tiff,tiff/train_labels/10978945_15.tif,png/train/10978945_15.png,png/train_labels/10978945_15.png
11128645_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128645_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128645_15.tif,tiff/train/11128645_15.tiff,tiff/train_labels/11128645_15.tif,png/train/11128645_15.png,png/train_labels/11128645_15.png
11128660_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128660_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128660_15.tif,tiff/train/11128660_15.tiff,tiff/train_labels/11128660_15.tif,png/train/11128660_15.png,png/train_labels/11128660_15.png
11128675_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128675_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128675_15.tif,tiff/train/11128675_15.tiff,tiff/train_labels/11128675_15.tif,png/train/11128675_15.png,png/train_labels/11128675_15.png
11128690_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128690_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128690_15.tif,tiff/train/11128690_15.tiff,tiff/train_labels/11128690_15.tif,png/train/11128690_15.png,png/train_labels/11128690_15.png
11128705_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128705_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128705_15.tif,tiff/train/11128705_15.tiff,tiff/train_labels/11128705_15.tif,png/train/11128705_15.png,png/train_labels/11128705_15.png
11128720_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128720_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128720_15.tif,tiff/train/11128720_15.tiff,tiff/train_labels/11128720_15.tif,png/train/11128720_15.png,png/train_labels/11128720_15.png
11128735_15,train,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/sat/11128735_15.tiff,http://www.cs.toronto.edu/~vmnih/data/mass_roads/train/map/11128735_15.tif,tiff/train/11128735_15.tiff,tiff/train_labels/11128735_15.tif,png/train/11128735_15.png,png/train_labels/11128735_15.png
